order_id,customer_id,product_id,quantity,order_date,order_amount
O01145,C047,P012,3,2026-08-19,50049
O01146,C091,P035,2,2026-08-19,50314
O01147,C006,P004,5,2026-08-19,348570
O01148,C090,P009,4,2026-08-19,127084
O01149,C002,P037,3,2026-08-19,139914
O01150,C062,P029,3,2026-08-19,28461
O01151,C007,P017,4,2026-08-19,106260
O01152,C009,P026,4,2026-08-19,38020
O01153,C074,P041,1,2026-08-19,44673
O01154,C020,P037,3,2026-08-19,139914
O01155,C032,P008,5,2026-08-19,157925
O01156,C078,P039,5,2026-08-19,36500
O01157,C100,P034,4,2026-08-19,248772
O01158,C057,P020,5,2026-08-19,296885
O01159,C040,P037,5,2026-08-19,233190
O01160,C079,P048,1,2026-08-19,58282
O01161,C081,P014,3,2026-08-19,65529
O01162,C021,P016,2,2026-08-19,111322
O01163,C010,P011,1,2026-08-19,63899
O01164,C058,P045,5,2026-08-19,277480
O01165,C038,P003,2,2026-08-19,98418
O01166,C091,P019,4,2026-08-19,230488
O01167,C088,P015,3,2026-08-19,208089
O01168,C055,P008,5,2026-08-19,157925
O01169,C083,P010,3,2026-08-19,31566
O01170,C010,P004,2,2026-08-19,139428
O01171,C077,P048,5,2026-08-19,291410
O01172,C057,P008,4,2026-08-19,126340
O01173,C090,P026,3,2026-08-19,28515
O01174,C070,P032,4,2026-08-19,70168
O01175,C077,P003,4,2026-08-19,196836
O01176,C078,P017,1,2026-08-19,26565
O01177,C030,P044,5,2026-08-19,295000
O01178,C098,P044,3,2026-08-19,177000
O01179,C098,P049,2,2026-08-19,26066
O01180,C067,P042,4,2026-08-19,131164
O01181,C024,P038,4,2026-08-19,216332
O01182,C012,P031,3,2026-08-19,191472
O01183,C043,P021,1,2026-08-19,32693
O01184,C043,P027,4,2026-08-19,120828
O01185,C085,P026,5,2026-08-19,47525
O01186,C059,P006,3,2026-08-19,8256
O01187,C042,P008,4,2026-08-19,126340
O01188,C001,P043,5,2026-08-19,125655
O01189,C053,P004,2,2026-08-19,139428
O01190,C047,P040,4,2026-08-19,32576
O01191,C098,P004,2,2026-08-19,139428
O01192,C071,P009,3,2026-08-19,95313
O01193,C090,P032,1,2026-08-19,17542
O01194,C081,P039,2,2026-08-19,14600
O01195,C040,P036,1,2026-08-19,12904
O01196,C053,P006,2,2026-08-19,5504
O01197,C060,P008,2,2026-08-19,63170
O01198,C092,P019,5,2026-08-19,288110
O01199,C054,P031,4,2026-08-19,255296
O01200,C059,P036,2,2026-08-19,25808
O01201,C025,P039,5,2026-08-19,36500
O01202,C009,P018,4,2026-08-19,209984
O01203,C065,P018,1,2026-08-19,52496
O01204,C093,P020,5,2026-08-19,296885
O01205,C020,P029,5,2026-08-19,47435
O01206,C045,P022,5,2026-08-19,42960
O01207,C049,P030,3,2026-08-19,94185
O01208,C090,P016,5,2026-08-19,278305
O01209,C030,P050,4,2026-08-19,8536
O01210,C041,P048,4,2026-08-19,233128
O01211,C050,P043,2,2026-08-19,50262
O01212,C005,P009,5,2026-08-19,158855
O01213,C013,P029,1,2026-08-19,9487
O01214,C059,P001,2,2026-08-19,133480
O01215,C084,P010,1,2026-08-19,10522
O01216,C034,P022,5,2026-08-19,42960
O01217,C084,P006,3,2026-08-19,8256
O01218,C049,P021,4,2026-08-19,130772
O01219,C005,P040,1,2026-08-19,8144
O01220,C081,P044,3,2026-08-19,177000
O01221,C096,P006,4,2026-08-19,11008
O01222,C098,P041,1,2026-08-19,44673
O01223,C022,P045,3,2026-08-19,166488
O01224,C006,P021,1,2026-08-19,32693
O01225,C046,P024,4,2026-08-19,121444
O01226,C032,P034,4,2026-08-19,248772
O01227,C022,P012,1,2026-08-19,16683
O01228,C080,P044,2,2026-08-19,118000
O01229,C075,P010,2,2026-08-19,21044
O01230,C082,P017,4,2026-08-19,106260
O01231,C086,P001,4,2026-08-19,266960
O01232,C087,P035,2,2026-08-19,50314
O01233,C057,P023,5,2026-08-19,14785
O01234,C082,P028,3,2026-08-19,12951
O01235,C039,P013,4,2026-08-19,249984
O01236,C014,P016,4,2026-08-19,222644
O01237,C074,P019,3,2026-08-19,172866
O01238,C085,P026,3,2026-08-19,28515
O01239,C073,P044,1,2026-08-19,59000
O01240,C037,P050,2,2026-08-19,4268
O01241,C029,P041,2,2026-08-19,89346
O01242,C087,P049,2,2026-08-19,26066
O01243,C081,P042,1,2026-08-19,32791
O01244,C057,P003,5,2026-08-19,246045
O01245,C094,P009,1,2026-08-19,31771
O01246,C042,P048,4,2026-08-19,233128
O01247,C026,P009,5,2026-08-19,158855
O01248,C068,P033,3,2026-08-19,186459
O01249,C033,P031,3,2026-08-19,191472
O01250,C015,P030,1,2026-08-19,31395
O01251,C097,P015,4,2026-08-19,277452
O01252,C047,P006,4,2026-08-19,11008
O01253,C034,P035,1,2026-08-19,25157
O01254,C048,P044,3,2026-08-19,177000
O01255,C082,P024,1,2026-08-19,30361
O01256,C061,P002,5,2026-08-19,131355
O01257,C042,P040,2,2026-08-19,16288
O01258,C082,P030,3,2026-08-19,94185
O01259,C015,P009,1,2026-08-19,31771
O01260,C039,P032,1,2026-08-19,17542
O01261,C031,P035,2,2026-08-19,50314
O01262,C059,P024,5,2026-08-19,151805
O01263,C076,P048,2,2026-08-19,116564
O01264,C084,P007,4,2026-08-19,191104
O01265,C036,P003,3,2026-08-19,147627
O01266,C057,P029,2,2026-08-19,18974
O01267,C013,P044,3,2026-08-19,177000
O01268,C083,P023,1,2026-08-19,2957
O01269,C036,P013,1,2026-08-19,62496
O01270,C012,P043,2,2026-08-19,50262
O01271,C007,P022,2,2026-08-19,17184
O01272,C073,P014,1,2026-08-19,21843
O01273,C027,P038,2,2026-08-19,108166
O01274,C043,P050,2,2026-08-19,4268
O01275,C036,P010,2,2026-08-19,21044
O01276,C033,P012,1,2026-08-19,16683
O01277,C017,P001,3,2026-08-19,200220
O01278,C076,P021,1,2026-08-19,32693
O01279,C034,P004,2,2026-08-19,139428
O01280,C068,P008,1,2026-08-19,31585
O01281,C058,P050,3,2026-08-19,6402
O01282,C076,P007,4,2026-08-19,191104
O01283,C029,P040,1,2026-08-19,8144
O01284,C039,P030,1,2026-08-19,31395
O01285,C062,P026,4,2026-08-19,38020
O01286,C063,P046,4,2026-08-19,146836
O01287,C011,P021,5,2026-08-19,163465
O01288,C009,P009,3,2026-08-19,95313
O01289,C092,P021,4,2026-08-19,130772
O01290,C038,P030,5,2026-08-19,156975
O01291,C013,P045,1,2026-08-19,55496
O01292,C093,P014,4,2026-08-19,87372
O01293,C030,P027,3,2026-08-19,90621
O01294,C052,P027,1,2026-08-19,30207
O01295,C055,P021,3,2026-08-19,98079
O01296,C020,P044,4,2026-08-19,236000
O01297,C012,P006,1,2026-08-19,2752
O01298,C013,P048,3,2026-08-19,174846
O01299,C072,P004,5,2026-08-19,348570
O01300,C072,P022,1,2026-08-19,8592
O01301,C046,P043,4,2026-08-19,100524
O01302,C037,P039,3,2026-08-19,21900
O01303,C014,P037,5,2026-08-19,233190
O01304,C020,P043,4,2026-08-19,100524
O01305,C014,P023,5,2026-08-19,14785
O01306,C015,P049,3,2026-08-19,39099
O01307,C055,P036,5,2026-08-19,64520
O01308,C004,P039,3,2026-08-19,21900
O01309,C024,P018,3,2026-08-19,157488
O01310,C045,P001,2,2026-08-19,133480
O01311,C073,P043,4,2026-08-19,100524
O01312,C019,P048,1,2026-08-19,58282
O01313,C096,P034,2,2026-08-19,124386
O01314,C054,P030,3,2026-08-19,94185
O01315,C048,P020,3,2026-08-19,178131
O01316,C007,P010,2,2026-08-19,21044
O01317,C087,P006,3,2026-08-19,8256
O01318,C085,P028,4,2026-08-19,17268
O01319,C054,P018,2,2026-08-19,104992
O01320,C015,P023,4,2026-08-19,11828
O01321,C037,P044,5,2026-08-19,295000
O01322,C068,P043,3,2026-08-19,75393
O01323,C029,P026,5,2026-08-19,47525
O01324,C001,P014,3,2026-08-19,65529
O01325,C099,P009,3,2026-08-19,95313
O01326,C042,P008,1,2026-08-19,31585
O01327,C096,P028,2,2026-08-19,8634
O01328,C049,P035,2,2026-08-19,50314
O01329,C072,P043,3,2026-08-19,75393
O01330,C051,P048,1,2026-08-19,58282
O01331,C003,P030,1,2026-08-19,31395
O01332,C074,P028,5,2026-08-19,21585
O01333,C091,P041,4,2026-08-19,178692
O01334,C015,P026,1,2026-08-19,9505
O01335,C022,P040,4,2026-08-19,32576
O01336,C012,P028,1,2026-08-19,4317
O01337,C056,P038,4,2026-08-19,216332
O01338,C011,P026,3,2026-08-19,28515
O01339,C029,P022,2,2026-08-19,17184
O01340,C066,P041,1,2026-08-19,44673
O01341,C066,P013,3,2026-08-19,187488
O01342,C094,P042,2,2026-08-19,65582
O01343,C014,P010,3,2026-08-19,31566
O01344,C023,P039,2,2026-08-19,14600
O01345,C023,P050,4,2026-08-19,8536
O01346,C097,P037,5,2026-08-19,233190
O01347,C088,P037,5,2026-08-19,233190
O01348,C081,P021,2,2026-08-19,65386
O01349,C009,P031,4,2026-08-19,255296
O01350,C036,P038,1,2026-08-19,54083
O01351,C065,P005,3,2026-08-19,128061
O01352,C058,P003,1,2026-08-19,49209
O01353,C037,P005,1,2026-08-19,42687
O01354,C050,P030,5,2026-08-19,156975
O01355,C095,P003,4,2026-08-19,196836
O01356,C042,P039,4,2026-08-19,29200
O01357,C020,P004,4,2026-08-19,278856
O01358,C044,P046,1,2026-08-19,36709
O01359,C083,P012,1,2026-08-19,16683
O01360,C091,P029,4,2026-08-19,37948
O01361,C067,P040,2,2026-08-19,16288
O01362,C048,P019,4,2026-08-19,230488
O01363,C100,P022,5,2026-08-19,42960
O01364,C081,P042,3,2026-08-19,98373
O01365,C043,P007,5,2026-08-19,238880
O01366,C037,P017,5,2026-08-19,132825
O01367,C043,P006,5,2026-08-19,13760
O01368,C045,P020,4,2026-08-19,237508
O01369,C077,P046,1,2026-08-19,36709
O01370,C072,P025,3,2026-08-19,87192
O01371,C086,P045,5,2026-08-19,277480
O01372,C083,P043,4,2026-08-19,100524
O01373,C047,P002,3,2026-08-19,78813
O01374,C024,P014,3,2026-08-19,65529
O01375,C025,P015,2,2026-08-19,138726
O01376,C010,P019,1,2026-08-19,57622
O01377,C099,P035,5,2026-08-19,125785
O01378,C085,P022,5,2026-08-19,42960
O01379,C077,P025,2,2026-08-19,58128
O01380,C024,P045,5,2026-08-19,277480
O01381,C093,P029,1,2026-08-19,9487
O01382,C047,P044,2,2026-08-19,118000
O01383,C079,P019,4,2026-08-19,230488
O01384,C069,P016,3,2026-08-19,166983
O01385,C025,P024,5,2026-08-19,151805
O01386,C060,P050,3,2026-08-19,6402
O01387,C065,P034,4,2026-08-19,248772
O01388,C026,P039,2,2026-08-19,14600
O01389,C007,P042,4,2026-08-19,131164
O01390,C071,P007,5,2026-08-19,238880
O01391,C037,P006,2,2026-08-19,5504
O01392,C058,P033,2,2026-08-19,124306
O01393,C012,P015,4,2026-08-19,277452
O01394,C004,P027,1,2026-08-19,30207
O01395,C065,P024,2,2026-08-19,60722
O01396,C011,P024,2,2026-08-19,60722
O01397,C041,P007,3,2026-08-19,143328
O01398,C018,P003,3,2026-08-19,147627
O01399,C090,P009,4,2026-08-19,127084
O01400,C079,P001,1,2026-08-19,66740
O01401,C033,P014,2,2026-08-19,43686
O01402,C094,P039,5,2026-08-19,36500
O01403,C015,P050,3,2026-08-19,6402
O01404,C039,P008,1,2026-08-19,31585
O01405,C054,P041,5,2026-08-19,223365
O01406,C009,P008,4,2026-08-19,126340
O01407,C003,P041,5,2026-08-19,223365
O01408,C092,P010,3,2026-08-19,31566
O01409,C001,P040,3,2026-08-19,24432
O01410,C074,P027,2,2026-08-19,60414
O01411,C068,P024,1,2026-08-19,30361
O01412,C070,P033,5,2026-08-19,310765
O01413,C003,P025,4,2026-08-19,116256
O01414,C082,P025,3,2026-08-19,87192
O01415,C096,P002,3,2026-08-19,78813
O01416,C045,P016,1,2026-08-19,55661
O01417,C018,P003,3,2026-08-19,147627
O01418,C044,P042,2,2026-08-19,65582
O01419,C090,P031,2,2026-08-19,127648
O01420,C009,P046,4,2026-08-19,146836
O01421,C038,P013,1,2026-08-19,62496
O01422,C006,P021,3,2026-08-19,98079
O01423,C051,P035,4,2026-08-19,100628
O01424,C005,P049,2,2026-08-19,26066
O01425,C046,P050,1,2026-08-19,2134
O01426,C035,P008,3,2026-08-19,94755
O01427,C052,P048,4,2026-08-19,233128
O01428,C044,P012,4,2026-08-19,66732
O01429,C048,P034,3,2026-08-19,186579
O01430,C094,P028,1,2026-08-19,4317
O01431,C078,P012,5,2026-08-19,83415
O01432,C042,P007,1,2026-08-19,47776
O01433,C085,P019,3,2026-08-19,172866
O01434,C078,P046,4,2026-08-19,146836
O01435,C089,P029,3,2026-08-19,28461
O01436,C006,P047,3,2026-08-19,98826
O01437,C036,P041,1,2026-08-19,44673
O01438,C086,P041,4,2026-08-19,178692
O01439,C066,P048,2,2026-08-19,116564
O01440,C019,P039,4,2026-08-19,29200
O01441,C017,P005,2,2026-08-19,85374
O01442,C047,P025,5,2026-08-19,145320
O01443,C078,P010,4,2026-08-19,42088
O01444,C048,P029,1,2026-08-19,9487
O01445,C068,P024,4,2026-08-19,121444
O01446,C084,P018,2,2026-08-19,104992
O01447,C004,P048,2,2026-08-19,116564
O01448,C067,P025,5,2026-08-19,145320
O01449,C034,P050,3,2026-08-19,6402
O01450,C028,P040,3,2026-08-19,24432
O01451,C026,P008,2,2026-08-19,63170
O01452,C058,P012,4,2026-08-19,66732
O01453,C088,P021,3,2026-08-19,98079
O01454,C071,P035,3,2026-08-19,75471
O01455,C021,P046,2,2026-08-19,73418
O01456,C066,P015,1,2026-08-19,69363
O01457,C018,P016,4,2026-08-19,222644
O01458,C047,P036,5,2026-08-19,64520
O01459,C060,P036,2,2026-08-19,25808
O01460,C009,P020,4,2026-08-19,237508
O01461,C068,P027,4,2026-08-19,120828
O01462,C017,P021,1,2026-08-19,32693
O01463,C060,P044,5,2026-08-19,295000
O01464,C017,P050,5,2026-08-19,10670
O01465,C099,P009,4,2026-08-19,127084
O01466,C008,P008,5,2026-08-19,157925
O01467,C039,P011,2,2026-08-19,127798
O01468,C091,P015,3,2026-08-19,208089
O01469,C037,P006,3,2026-08-19,8256
O01470,C082,P036,3,2026-08-19,38712
O01471,C081,P020,5,2026-08-19,296885
O01472,C012,P033,2,2026-08-19,124306
O01473,C022,P043,5,2026-08-19,125655
O01474,C073,P003,1,2026-08-19,49209
O01475,C006,P042,5,2026-08-19,163955
O01476,C084,P014,5,2026-08-19,109215
O01477,C080,P041,1,2026-08-19,44673
O01478,C081,P035,3,2026-08-19,75471
O01479,C062,P016,4,2026-08-19,222644
O01480,C059,P005,1,2026-08-19,42687
O01481,C057,P027,4,2026-08-19,120828
O01482,C027,P022,5,2026-08-19,42960
O01483,C041,P046,3,2026-08-19,110127
O01484,C052,P009,3,2026-08-19,95313
O01485,C072,P007,3,2026-08-19,143328
O01486,C060,P008,3,2026-08-19,94755
O01487,C032,P010,1,2026-08-19,10522
O01488,C038,P025,5,2026-08-19,145320
O01489,C032,P011,3,2026-08-19,191697
O01490,C025,P049,2,2026-08-19,26066
O01491,C066,P030,4,2026-08-19,125580
O01492,C064,P002,1,2026-08-19,26271
O01493,C065,P030,2,2026-08-19,62790
O01494,C075,P023,1,2026-08-19,2957
O01495,C037,P032,5,2026-08-19,87710
O01496,C037,P035,1,2026-08-19,25157
O01497,C056,P009,3,2026-08-19,95313
O01498,C098,P026,3,2026-08-19,28515
O01499,C052,P004,5,2026-08-19,348570
O01500,C025,P024,5,2026-08-19,151805
O01501,C010,P025,5,2026-08-19,145320
O01502,C098,P036,3,2026-08-19,38712
O01503,C017,P007,4,2026-08-19,191104
O01504,C044,P036,3,2026-08-19,38712
O01505,C026,P039,5,2026-08-19,36500
O01506,C065,P003,1,2026-08-19,49209
O01507,C018,P046,3,2026-08-19,110127
O01508,C067,P030,2,2026-08-19,62790
O01509,C018,P021,5,2026-08-19,163465
O01510,C021,P026,5,2026-08-19,47525
O01511,C076,P022,5,2026-08-19,42960
O01512,C069,P032,5,2026-08-19,87710
O01513,C061,P002,3,2026-08-19,78813
O01514,C087,P008,4,2026-08-19,126340
O01515,C093,P045,1,2026-08-19,55496
O01516,C034,P042,5,2026-08-19,163955
O01517,C093,P004,5,2026-08-19,348570
O01518,C022,P034,5,2026-08-19,310965
O01519,C019,P044,2,2026-08-19,118000
O01520,C074,P045,1,2026-08-19,55496
O01521,C003,P029,3,2026-08-19,28461
O01522,C020,P027,2,2026-08-19,60414
O01523,C065,P050,5,2026-08-19,10670
O01524,C095,P047,1,2026-08-19,32942
O01525,C067,P014,5,2026-08-19,109215
O01526,C085,P031,5,2026-08-19,319120
O01527,C041,P012,4,2026-08-19,66732
O01528,C044,P035,3,2026-08-19,75471
O01529,C079,P031,2,2026-08-19,127648
O01530,C036,P036,3,2026-08-19,38712
O01531,C039,P050,3,2026-08-19,6402
O01532,C089,P046,4,2026-08-19,146836
O01533,C062,P023,5,2026-08-19,14785
O01534,C037,P008,5,2026-08-19,157925
O01535,C049,P026,3,2026-08-19,28515
O01536,C038,P003,3,2026-08-19,147627
O01537,C045,P029,3,2026-08-19,28461
O01538,C028,P013,5,2026-08-19,312480
O01539,C072,P045,3,2026-08-19,166488
O01540,C014,P040,5,2026-08-19,40720
O01541,C032,P004,5,2026-08-19,348570
O01542,C082,P015,1,2026-08-19,69363
O01543,C053,P022,4,2026-08-19,34368
O01544,C088,P050,2,2026-08-19,4268
O01545,C071,P011,4,2026-08-19,255596
O01546,C062,P042,2,2026-08-19,65582
O01547,C042,P019,1,2026-08-19,57622
O01548,C084,P037,2,2026-08-19,93276
O01549,C095,P047,1,2026-08-19,32942
O01550,C054,P012,1,2026-08-19,16683
O01551,C064,P012,3,2026-08-19,50049
O01552,C002,P020,5,2026-08-19,296885
O01553,C043,P019,4,2026-08-19,230488
O01554,C068,P032,2,2026-08-19,35084
O01555,C060,P018,2,2026-08-19,104992
O01556,C043,P011,4,2026-08-19,255596
O01557,C092,P012,1,2026-08-19,16683
O01558,C038,P037,2,2026-08-19,93276
O01559,C079,P041,4,2026-08-19,178692
O01560,C066,P021,1,2026-08-19,32693
O01561,C086,P007,2,2026-08-19,95552
O01562,C062,P021,2,2026-08-19,65386
O01563,C034,P025,2,2026-08-19,58128
O01564,C097,P018,3,2026-08-19,157488
O01565,C075,P047,5,2026-08-19,164710
O01566,C034,P042,3,2026-08-19,98373
O01567,C008,P043,1,2026-08-19,25131
O01568,C040,P011,4,2026-08-19,255596
O01569,C091,P050,3,2026-08-19,6402
O01570,C082,P019,3,2026-08-19,172866
O01571,C029,P009,4,2026-08-19,127084
O01572,C059,P048,5,2026-08-19,291410
O01573,C054,P045,5,2026-08-19,277480
O01574,C097,P035,2,2026-08-19,50314
O01575,C088,P049,5,2026-08-19,65165
O01576,C068,P029,5,2026-08-19,47435
O01577,C010,P037,1,2026-08-19,46638
O01578,C071,P033,2,2026-08-19,124306
O01579,C020,P011,3,2026-08-19,191697
O01580,C057,P008,2,2026-08-19,63170
O01581,C012,P033,4,2026-08-19,248612
O01582,C059,P009,5,2026-08-19,158855
O01583,C059,P037,1,2026-08-19,46638
O01584,C060,P044,3,2026-08-19,177000
O01585,C051,P017,1,2026-08-19,26565
O01586,C075,P005,1,2026-08-19,42687
O01587,C045,P045,1,2026-08-19,55496
O01588,C008,P005,4,2026-08-19,170748
O01589,C037,P027,2,2026-08-19,60414
O01590,C099,P042,4,2026-08-19,131164
O01591,C049,P029,4,2026-08-19,37948
O01592,C011,P044,5,2026-08-19,295000
O01593,C084,P023,1,2026-08-19,2957
O01594,C069,P026,5,2026-08-19,47525
O01595,C094,P015,1,2026-08-19,69363
O01596,C039,P030,5,2026-08-19,156975
O01597,C069,P025,2,2026-08-19,58128
O01598,C059,P023,2,2026-08-19,5914
O01599,C025,P047,1,2026-08-19,32942
O01600,C085,P027,5,2026-08-19,151035
O01601,C031,P014,1,2026-08-19,21843
O01602,C077,P003,4,2026-08-19,196836
O01603,C032,P048,1,2026-08-19,58282
O01604,C057,P015,5,2026-08-19,346815
O01605,C097,P050,1,2026-08-19,2134
O01606,C065,P019,2,2026-08-19,115244
O01607,C074,P039,3,2026-08-19,21900
O01608,C039,P010,5,2026-08-19,52610
O01609,C053,P020,3,2026-08-19,178131
O01610,C072,P038,2,2026-08-19,108166
O01611,C072,P032,1,2026-08-19,17542
O01612,C083,P043,4,2026-08-19,100524
O01613,C041,P045,4,2026-08-19,221984
O01614,C020,P020,4,2026-08-19,237508
O01615,C097,P035,4,2026-08-19,100628
O01616,C029,P020,2,2026-08-19,118754
O01617,C008,P036,4,2026-08-19,51616
O01618,C072,P034,2,2026-08-19,124386
O01619,C032,P017,2,2026-08-19,53130
O01620,C083,P006,4,2026-08-19,11008
O01621,C012,P035,2,2026-08-19,50314
O01622,C035,P025,5,2026-08-19,145320
O01623,C010,P013,5,2026-08-19,312480
O01624,C028,P031,2,2026-08-19,127648
O01625,C039,P001,2,2026-08-19,133480
O01626,C095,P008,4,2026-08-19,126340
O01627,C090,P039,2,2026-08-19,14600
O01628,C031,P036,3,2026-08-19,38712
O01629,C049,P030,5,2026-08-19,156975
O01630,C040,P017,3,2026-08-19,79695
O01631,C064,P030,1,2026-08-19,31395
O01632,C098,P021,2,2026-08-19,65386
O01633,C041,P027,1,2026-08-19,30207
O01634,C095,P010,1,2026-08-19,10522
